,Review-Body,label
11262,i purchased this fone an elderly relative who is fond of watching youtube,1
11263,the best one plus mobile at this range,1
11264,it feels like a flagship phone if you were using xiaomi mobile previously,1
11265,great phone nice performance useful in low network areas good ram and rom bright and smooth display camera also good in this price range,1
11266,it,1
11285,very light weight and value for money,1
11286,camera is not working properly,1
11287,cheapest one plus device but lacks many features,1
11288,meet my expectations it,1
11308,worth product but can feel the hang,1
11309,overall good at the price,1
11310,battery weak,1
11311,excellent phone,1
11312,worst performance,1
11313,camera very slow,1
11314,got this for my mom and she loved it,1
11315,camera battery display is good,1
11316,phone is okay big battery,1
11317,good phone,1
11318,i really liked the amoled screen,1
11319,okay type,1
11320,good,1
11321,i like the product,1
11323,don,1
11307,recommended for buy,1
11325,camera quality,1
11306,iam using this mobile for last,1
11304,the media could not be loaded,1
11289,battery back up and display are awesom,1
11290,wrost products,1
11291,used for my wife mainly pedometer and facebook,1
11292,phone hamesa off ho jata hai kabhi battery problem to kbhi software problem,1
11293,good,1
11294,all are good but camera not well,1
11295,review after,1
11296,west of money,1
11297,nice phone under,1
11298,superb,1
11299,all over the phone is worth buying,1
11300,the media could not be loaded,1
11301,amazing features and superfast but there is a lot of bug in recent updates,1
11302,designwise looking good,1
11303,no icici discount credited,1
11305,ofline there is not available charger in any one plus store,1
12333,everything is good camera is pathetic,1
11715,i like him,1
11717,goog phone,1
12123,finger print not working,1
12124,mobile seems ok except the back camera,1
12125,waist off money there is a so many problem with this mobile phone and amazon customer support team say to me amazon are replaced to your mobile phone,1
12126,good but not awesome,1
12127,the camera of this phone is the worst camera ever,1
12128,it,1
12122,the media could not be loaded,1
12129,this phone is heating while using and camera is very poor even i would say like,1
12131,hi team,1
12132,worst camera,1
12133,canara is not good,1
12134,oneplus nord ce,1
12135,i would not recommend the phone,1
12136,if i compare it with my last phone which was realme c,1
12130,i don,1
12121,just ok,1
12120,battery backup is good,1
12119,selfie camera is poor as i was using mi note,1
12103,worst experience by camera,1
12104,wifi is getting disconnected every now and then,1
12105,i am using this mobile,1
12107,does the work,1
12108,not a great phone,1
12109,writing review after two months of use,1
12110,front cam is worst,1
12111,the software of this phone has so much problem within two days of purchase battery started draining so quickly and when there a call comes the screen also doesn,1
12112,built quality is not that good,1
12113,overall nice but camera not up to mark,1
12114,not good battery not enough,1
12115,they are looting people on the name of budget phoneworst cameraworst displayworst batteryplease don,1
12116,camera very bad,1
12117,it was good before the recent update and the day i updated it the user experience is dulled and i hate to say this but i m disappointed with the software but overall mobile is good and worth the money,1
12118,i have gifted this mobile to my brother in india buying here from new zealand and end up paying,1
12137,if there is an option i would,1
12102,wrose product network problem and wrose service centre of mi,1
12141,ram management was poor but battery life and display quality are good,1
12143,good in budget,1
12163,the mobile performance and design are good but the quality of the hardware is not good,1
12164,normal calling through this phone doesn,1
12165,i you have,1
12166,sound quality is really bad not worth the money,1
12167,mai order kar diya tha per mujhe koi or phone lena tha isi liye mai cancelle kar diya tha,1
12168,good product,1
12162,it is the worst mobile i have used in my life,1
12169,front camera very blurdear customers don,1
12171,good smart phone,1
12172,good product and good service by amazone,1
12173,battery,1
12174,although nice product,1
12175,super luckying,1
12176,excellent android,1
12170,good phone,1
12161,since i got after,1
12160,the camera totally sucks,1
12159,i am not happy buy the mobile in amazon,1
12144,i just play offline game for,1
12145,call recorder is useles as it intimates the other person by audio notification,1
12146,not like describe quality mentioned by redmi,1
12147,feelings very worst,1
12148,this is a bad product dont buy display and camera quality is very bad,1
12149,camera quality not that good,1
12150,battery kam chalti,1
12151,my mobile display not working within,1
12152,with my experience,1
12153,i was looking for a medium priced good performance smart phone for normal usage,1
12154,hello,1
12155,worst phone not working properly,1
12156,good product but perfomance is not nice and cam is blurry fingerprint sensor is good but litttle slow face is also same slow but in all other usage the product is nice not value for money,1
12157,calling,1
12158,worst camera dont buy,1
12142,inspite being a nice phone in budget,1
12101,over all phone is decent in performancecamera quality poorbatry life ok okscreen size and feel good,1
12100,battery drain fast,1
12099,battery performance is ok,1
12047,front camera is worse in low light situation,1
12048,thickness is small but memory is strong,1
12049,sound quality is very bad,1
12050,mobile phone to come smile my cousin daughter with her online study time,1
12051,good product,1
12052,redmi,1
12046,i am highly dissatisfied with the product purchased,1
12053,very good product,1
12055,got,1
12056,front camera quality is very very and very bad,1
12057,upto the mark,1
12058,nice phone with nice specs,1
12059,very very bad and poor quality of camera,1
12060,the media could not be loaded,1
12054,to good amazon love s u,1
12045,camera quality ke alawa sabkuch bahut badhiya hai specially battery life,1
12044,the media could not be loaded,1
12043,excellent,1
12028,isme auto call recording nhi hai,1
12029,very bad pic in front camera,1
12030,camera quality normal and finger,1
12031,pay minimum money and get maximum features,1
12032,fingerprint is so good and i am satisfied with the camera,1
12033,nice to use,1
12034,very nice,1
12035,best phone this range,1
12036,nice,1
12037,very bad quality product,1
12038,price,1
12039,the media could not be loaded,1
12040,nice mony volume,1
12041,camera is faulty,1
12042,touch issues are coming some regular glitches too,1
12061,fingerprint is good battery backup normally use karne per,1
12062,nice budget phone,1
12063,third class very bad camera quality,1
12064,product is awesome at this rate,1
12084,all i can say is its a worst phone by redmi,1
12085,great,1
12086,wrost phone plzz not buy waste of money camera quality is very bad only features showen highlightly but they or not according to as they are shown,1
12087,money lavel se sahi hai,1
12088,best phone in budget,1
12089,missing geolocation compass is bad thing,1
12090,it hangs very often,1
12091,camera bad quality,1
12092,poor camera quality and poor in touch experience,1
12093,customer satisfaction required,1
12094,this product is west of money don,1
12095,battery is ok ok,1
12096,the camera quality is not good,1
12097,battery life less than expected,1
12098,pay some more money and buy a better phone,1
12083,awesome,1
12177,very good fon,1
12082,mobile good,1
12080,good,1
12065,just superb,1
12066,best smartphone in this price,1
12067,like,1
12068,valu of money,1
12069,good,1
12070,nice product,1
12071,very nice,1
12072,camera quality and others features is very good thank you xiaomi and thank you amazon for fast delivery,1
12073,the overall phone was good but it could be better if the camera could be improved some more rest of the things are too good,1
12074,itna bekae camera quality iska,1
12075,thanks,1
12076,good,1
12077,hangs ap phone quality is very bad,1
12078,good working mobile,1
12079,nice phone,1
12081,battery life is very bad,1
12178,overall worth for money,1
12179,i like it,1
12180,for rs,1
12280,warranty card not provided,1
12281,phone looks fine but there were scratch marks on the screen which is not acceptable,1
12282,bhai mai samsung use karta tha aur switch kiya iss redmi se aur kassam se pachta raha hu,1
12283,good,1
12284,speed and looking,1
12285,very heavy,1
12279,after few months photos become blankslow process while,1
12286,nice,1
12288,showing off as,1
12289,good mobile,1
12290,bd phone,1
12291,don,1
12292,good phone at this segment,1
12293,mp camera not good,1
12287,not bad,1
12278,battery performance is awesome,1
12277,they removed split screen feature,1
12276,camera quality is poor like vga camera shame on,1
12261,bettery is good but sound quality not good,1
12262,the media could not be loaded,1
12263,today i have oder this phone i see the option of review so i think this is bad thing owner can do same just me nd can do good review but on reality we can not know,1
12264,battery life is very less,1
12265,company has mentioned that it will charge quickly butt it,1
12266,no screen protect film in the box,1
